,furnished,price,n_mean_price,neighbourhood,n_numb_temp,temporal,n_unemployment_relative,d_numb_temp,district,d_mean_price,bedrooms,bathrooms,square_meters,elevator,age_building,balcony,parking,heating,metro,energy_ratings,flat,floor_number,real_estate_agency,n_metro_stations,n_pop,n_pop_rel,n_disposable_income,n_unemployment,n_primary_educ,n_green_areas,n_mean_n02pp,n_spanish,n_popdensity,n_mean_age_flats,n_contracts,n_retail_stores,n_services,d_pop,d_pop_rel,d_avgmonth_income,d_noise_complaints,d_crime_rate,d_without_studies,d_primary_studies,d_secondary_studies,d_baccalaureate,d_university,d_no_spec,d_num_trees,d_mean_n02pp,d_spanish,d_metro_stations,d_poverty_risk,d_unemployment,d_unemployment_relative
100808888,1,2200,"1644,2",El Parc i la Llacuna del Poblenou,"5,00",1,"0,00",19,San Martín ,"2099,72028",1,1,45,1,33,1,0,1,0,A,1,Fourth floor,1,6,"15,96",,"21,441","0,672","0,219","0,0177",21-25,"75,58",139,62,"0,0089",291,457,"241,263","14,49739271","1,3434","26,3","11,3904743","0,02398575","0,18169306","0,24376534","0,24848164","0,28406564","0,01800857",13725,27,"0,78902567",21,"27,46",9970,"4,132419807"
W-02RFY6,0,1600,"1644,2",El Parc i la Llacuna del Poblenou,"5,00",0,"0,00",19,San Martín ,"2099,72028",2,2,75,1,NA,0,0,1,1,D,1,Fifth floor,1,6,"15,96",,"21,441","0,672","0,219","0,0177",21-25,"75,58",139,62,"0,0089",291,457,"241,263","14,49739271","1,3434","26,3","11,3904743","0,02398575","0,18169306","0,24376534","0,24848164","0,28406564","0,01800857",13725,27,"0,78902567",21,"27,46",9970,"4,132419807"
IDIR,1,3250,"1644,2",El Parc i la Llacuna del Poblenou,"5,00",1,"0,00",19,San Martín ,"2099,72028",2,2,91,1,NA,1,0,1,0,A,1,Third floor,1,6,"15,96",,"21,441","0,672","0,219","0,0177",21-25,"75,58",139,62,"0,0089",291,457,"241,263","14,49739271","1,3434","26,3","11,3904743","0,02398575","0,18169306","0,24376534","0,24848164","0,28406564","0,01800857",13725,27,"0,78902567",21,"27,46",9970,"4,132419807"
100667990,0,1030,"1644,2",El Parc i la Llacuna del Poblenou,"5,00",0,"0,00",19,San Martín ,"2099,72028",3,1,72,1,NA,NA,0,0,1,D,1,Third floor,0,6,"15,96",,"21,441","0,672","0,219","0,0177",21-25,"75,58",139,62,"0,0089",291,457,"241,263","14,49739271","1,3434","26,3","11,3904743","0,02398575","0,18169306","0,24376534","0,24848164","0,28406564","0,01800857",13725,27,"0,78902567",21,"27,46",9970,"4,132419807"
Classic,1,1293,"1644,2",El Parc i la Llacuna del Poblenou,"5,00",0,"0,00",19,San Martín ,"2099,72028",0,1,50,1,33,0,0,1,1,E,1,Unknown,1,6,"15,96",,"21,441","0,672","0,219","0,0177",21-25,"75,58",139,62,"0,0089",291,457,"241,263","14,49739271","1,3434","26,3","11,3904743","0,02398575","0,18169306","0,24376534","0,24848164","0,28406564","0,01800857",13725,27,"0,78902567",21,"27,46",9970,"4,132419807"
T17799-2,1,1695,"1644,2",El Parc i la Llacuna del Poblenou,"5,00",0,"0,00",19,San Martín ,"2099,72028",2,1,72,NA,NA,0,0,1,0,ET,1,Fourth floor,1,6,"15,96",,"21,441","0,672","0,219","0,0177",21-25,"75,58",139,62,"0,0089",291,457,"241,263","14,49739271","1,3434","26,3","11,3904743","0,02398575","0,18169306","0,24376534","0,24848164","0,28406564","0,01800857",13725,27,"0,78902567",21,"27,46",9970,"4,132419807"
AT2112017,1,3000,2256,La Villa Olímpica del Poblenou ,"1,00",1,"0,00",19,San Martín ,"2099,72028",3,2,116,1,NA,1,0,1,1,E,1,Ground floor,1,3,"9,38",,"32,436","0,444","0,106","0,0135",21-25,"79,57",100,34,"0,0043",185,454,"241,263","14,49739271","1,3434","26,3","11,3904743","0,02398575","0,18169306","0,24376534","0,24848164","0,28406564","0,01800857",13725,27,"0,78902567",21,"27,46",9970,"4,132419807"
HK606,1,2400,2256,La Villa Olímpica del Poblenou ,"1,00",0,"0,00",19,San Martín ,"2099,72028",4,2,145,1,34,1,0,1,1,F,1,Second floor,1,3,"9,38",,"32,436","0,444","0,106","0,0135",21-25,"79,57",100,34,"0,0043",185,454,"241,263","14,49739271","1,3434","26,3","11,3904743","0,02398575","0,18169306","0,24376534","0,24848164","0,28406564","0,01800857",13725,27,"0,78902567",21,"27,46",9970,"4,132419807"
W-02RQOX,0,2400,2256,La Villa Olímpica del Poblenou ,"1,00",0,"0,00",19,San Martín ,"2099,72028",3,2,97,1,NA,1,1,1,1,D,1,Sixth floor,1,3,"9,38",,"32,436","0,444","0,106","0,0135",21-25,"79,57",100,34,"0,0043",185,454,"241,263","14,49739271","1,3434","26,3","11,3904743","0,02398575","0,18169306","0,24376534","0,24848164","0,28406564","0,01800857",13725,27,"0,78902567",21,"27,46",9970,"4,132419807"
ITA9129,1,1950,2256,La Villa Olímpica del Poblenou ,"1,00",0,"0,00",19,San Martín ,"2099,72028",4,2,140,1,17,1,1,1,1,ET,1,Second floor,1,3,"9,38",,"32,436","0,444","0,106","0,0135",21-25,"79,57",100,34,"0,0043",185,454,"241,263","14,49739271","1,3434","26,3","11,3904743","0,02398575","0,18169306","0,24376534","0,24848164","0,28406564","0,01800857",13725,27,"0,78902567",21,"27,46",9970,"4,132419807"
101127973,1,1425,2256,La Villa Olímpica del Poblenou ,"1,00",0,"0,00",19,San Martín ,"2099,72028",3,2,75,1,NA,1,0,1,1,D,1,First floor,1,3,"9,38",,"32,436","0,444","0,106","0,0135",21-25,"79,57",100,34,"0,0043",185,454,"241,263","14,49739271","1,3434","26,3","11,3904743","0,02398575","0,18169306","0,24376534","0,24848164","0,28406564","0,01800857",13725,27,"0,78902567",21,"27,46",9970,"4,132419807"
3197,0,1200,2256,La Villa Olímpica del Poblenou ,"1,00",0,"0,00",19,San Martín ,"2099,72028",3,1,66,1,55,1,0,1,1,E,1,First floor,1,3,"9,38",,"32,436","0,444","0,106","0,0135",21-25,"79,57",100,34,"0,0043",185,454,"241,263","14,49739271","1,3434","26,3","11,3904743","0,02398575","0,18169306","0,24376534","0,24848164","0,28406564","0,01800857",13725,27,"0,78902567",21,"27,46",9970,"4,132419807"
8996,1,2900,2256,La Villa Olímpica del Poblenou ,"1,00",0,"0,00",19,San Martín ,"2099,72028",2,2,144,1,31,1,0,1,0,E,1,Sixth floor,1,3,"9,38",,"32,436","0,444","0,106","0,0135",21-25,"79,57",100,34,"0,0043",185,454,"241,263","14,49739271","1,3434","26,3","11,3904743","0,02398575","0,18169306","0,24376534","0,24848164","0,28406564","0,01800857",13725,27,"0,78902567",21,"27,46",9970,"4,132419807"
AB2303135-1,1,3000,2256,La Villa Olímpica del Poblenou ,"1,00",0,"0,00",19,San Martín ,"2099,72028",3,2,109,1,19,1,0,1,1,E,1,Ground floor,1,3,"9,38",,"32,436","0,444","0,106","0,0135",21-25,"79,57",100,34,"0,0043",185,454,"241,263","14,49739271","1,3434","26,3","11,3904743","0,02398575","0,18169306","0,24376534","0,24848164","0,28406564","0,01800857",13725,27,"0,78902567",21,"27,46",9970,"4,132419807"
The Marina Bay*,0,1200,2256,La Villa Olímpica del Poblenou ,"1,00",0,"0,00",19,San Martín ,"2099,72028",2,1,65,1,NA,1,0,0,1,D,1,First floor,1,3,"9,38",,"32,436","0,444","0,106","0,0135",21-25,"79,57",100,34,"0,0043",185,454,"241,263","14,49739271","1,3434","26,3","11,3904743","0,02398575","0,18169306","0,24376534","0,24848164","0,28406564","0,01800857",13725,27,"0,78902567",21,"27,46",9970,"4,132419807"
71269,1,3000,2256,La Villa Olímpica del Poblenou ,"1,00",0,"0,00",19,San Martín ,"2099,72028",3,2,147,1,31,1,1,1,0,D,1,Second floor,1,3,"9,38",,"32,436","0,444","0,106","0,0135",21-25,"79,57",100,34,"0,0043",185,454,"241,263","14,49739271","1,3434","26,3","11,3904743","0,02398575","0,18169306","0,24376534","0,24848164","0,28406564","0,01800857",13725,27,"0,78902567",21,"27,46",9970,"4,132419807"
FELIPE101,1,3500,2256,La Villa Olímpica del Poblenou ,"1,00",0,"0,00",19,San Martín ,"2099,72028",3,2,116,1,31,1,1,1,0,ET,1,Fifth floor,1,3,"9,38",,"32,436","0,444","0,106","0,0135",21-25,"79,57",100,34,"0,0043",185,454,"241,263","14,49739271","1,3434","26,3","11,3904743","0,02398575","0,18169306","0,24376534","0,24848164","0,28406564","0,01800857",13725,27,"0,78902567",21,"27,46",9970,"4,132419807"
RANP0817,0,1675,2256,La Villa Olímpica del Poblenou ,"1,00",0,"0,00",19,San Martín ,"2099,72028",3,2,94,1,25,1,0,1,1,E,1,Third floor,1,3,"9,38",,"32,436","0,444","0,106","0,0135",21-25,"79,57",100,34,"0,0043",185,454,"241,263","14,49739271","1,3434","26,3","11,3904743","0,02398575","0,18169306","0,24376534","0,24848164","0,28406564","0,01800857",13725,27,"0,78902567",21,"27,46",9970,"4,132419807"
AB2211092,1,1895,2256,La Villa Olímpica del Poblenou ,"1,00",0,"0,00",19,San Martín ,"2099,72028",3,2,95,1,25,1,0,0,1,E,1,Fifth floor,1,3,"9,38",,"32,436","0,444","0,106","0,0135",21-25,"79,57",100,34,"0,0043",185,454,"241,263","14,49739271","1,3434","26,3","11,3904743","0,02398575","0,18169306","0,24376534","0,24848164","0,28406564","0,01800857",13725,27,"0,78902567",21,"27,46",9970,"4,132419807"
1253,0,2400,2256,La Villa Olímpica del Poblenou ,"1,00",0,"0,00",19,San Martín ,"2099,72028",3,2,97,1,17,1,1,1,1,D,1,Sixth floor,1,3,"9,38",,"32,436","0,444","0,106","0,0135",21-25,"79,57",100,34,"0,0043",185,454,"241,263","14,49739271","1,3434","26,3","11,3904743","0,02398575","0,18169306","0,24376534","0,24848164","0,28406564","0,01800857",13725,27,"0,78902567",21,"27,46",9970,"4,132419807"
13343,1,1895,2256,La Villa Olímpica del Poblenou ,"1,00",0,"0,00",19,San Martín ,"2099,72028",3,2,95,1,38,1,0,0,1,F,1,Unknown,1,3,"9,38",,"32,436","0,444","0,106","0,0135",21-25,"79,57",100,34,"0,0043",185,454,"241,263","14,49739271","1,3434","26,3","11,3904743","0,02398575","0,18169306","0,24376534","0,24848164","0,28406564","0,01800857",13725,27,"0,78902567",21,"27,46",9970,"4,132419807"
VEN-LLULL,1,2000,2106,Pueblo Nuevo ,"4,00",0,"0,00",19,San Martín ,"2099,72028",4,2,110,1,32,1,0,1,1,ET,1,Second floor,1,0,"34,10",,"22,751","1,527","0,235","0,0223",21-25,"78,04",217,60,"0,0202",61,280,"241,263","14,49739271","1,3434","26,3","11,3904743","0,02398575","0,18169306","0,24376534","0,24848164","0,28406564","0,01800857",13725,27,"0,78902567",21,"27,46",9970,"4,132419807"
101165508,1,1450,2106,Pueblo Nuevo ,"5,00",0,"0,00",19,San Martín ,"2099,72028",3,1,70,1,63,1,0,1,1,ET,1,Second floor,1,0,"34,10",,"22,751","1,527","0,235","0,0223",21-25,"78,04",217,60,"0,0202",61,280,"241,263","14,49739271","1,3434","26,3","11,3904743","0,02398575","0,18169306","0,24376534","0,24848164","0,28406564","0,01800857",13725,27,"0,78902567",21,"27,46",9970,"4,132419807"
J4845,1,1950,2106,Pueblo Nuevo ,"5,00",0,"0,00",19,San Martín ,"2099,72028",3,2,87,1,21,1,0,1,1,E,1,Third floor,1,0,"34,10",,"22,751","1,527","0,235","0,0223",21-25,"78,04",217,60,"0,0202",61,280,"241,263","14,49739271","1,3434","26,3","11,3904743","0,02398575","0,18169306","0,24376534","0,24848164","0,28406564","0,01800857",13725,27,"0,78902567",21,"27,46",9970,"4,132419807"
T16330-0,1,2800,2106,Pueblo Nuevo ,"5,00",1,"0,00",19,San Martín ,"2099,72028",3,2,,1,NA,1,0,1,1,ET,1,First floor,1,0,"34,10",,"22,751","1,527","0,235","0,0223",21-25,"78,04",217,60,"0,0202",61,280,"241,263","14,49739271","1,3434","26,3","11,3904743","0,02398575","0,18169306","0,24376534","0,24848164","0,28406564","0,01800857",13725,27,"0,78902567",21,"27,46",9970,"4,132419807"
Poblenou Playa,1,1600,2106,Pueblo Nuevo ,"5,00",0,"0,00",19,San Martín ,"2099,72028",2,2,75,1,NA,1,0,1,1,ET,1,Fourth floor,1,0,"34,10",,"22,751","1,527","0,235","0,0223",21-25,"78,04",217,60,"0,0202",61,280,"241,263","14,49739271","1,3434","26,3","11,3904743","0,02398575","0,18169306","0,24376534","0,24848164","0,28406564","0,01800857",13725,27,"0,78902567",21,"27,46",9970,"4,132419807"
1614,0,1500,2106,Pueblo Nuevo ,"5,00",0,"0,00",19,San Martín ,"2099,72028",3,2,86,1,35,1,0,1,1,ET,1,Sixth floor,1,0,"34,10",,"22,751","1,527","0,235","0,0223",21-25,"78,04",217,60,"0,0202",61,280,"241,263","14,49739271","1,3434","26,3","11,3904743","0,02398575","0,18169306","0,24376534","0,24848164","0,28406564","0,01800857",13725,27,"0,78902567",21,"27,46",9970,"4,132419807"
AJCAH0069,1,1500,2106,Pueblo Nuevo ,"5,00",1,"0,00",19,San Martín ,"2099,72028",1,1,56,0,NA,1,0,1,1,F,1,Fourth floor,1,0,"34,10",,"22,751","1,527","0,235","0,0223",21-25,"78,04",217,60,"0,0202",61,280,"241,263","14,49739271","1,3434","26,3","11,3904743","0,02398575","0,18169306","0,24376534","0,24848164","0,28406564","0,01800857",13725,27,"0,78902567",21,"27,46",9970,"4,132419807"
101144176,0,1240,2106,Pueblo Nuevo ,"5,00",0,"0,00",19,San Martín ,"2099,72028",1,1,60,0,NA,1,0,1,1,ET,1,Third floor,0,0,"34,10",,"22,751","1,527","0,235","0,0223",21-25,"78,04",217,60,"0,0202",61,280,"241,263","14,49739271","1,3434","26,3","11,3904743","0,02398575","0,18169306","0,24376534","0,24848164","0,28406564","0,01800857",13725,27,"0,78902567",21,"27,46",9970,"4,132419807"
UNUSUAL Charm,0,1000,2106,Pueblo Nuevo ,"5,00",0,"0,00",19,San Martín ,"2099,72028",3,1,70,0,NA,1,0,0,1,C,1,Fourth floor,1,0,"34,10",,"22,751","1,527","0,235","0,0223",21-25,"78,04",217,60,"0,0202",61,280,"241,263","14,49739271","1,3434","26,3","11,3904743","0,02398575","0,18169306","0,24376534","0,24848164","0,28406564","0,01800857",13725,27,"0,78902567",21,"27,46",9970,"4,132419807"
101147734,1,3200,2106,Pueblo Nuevo ,"5,00",0,"0,00",19,San Martín ,"2099,72028",3,2,116,1,NA,1,0,0,0,E,1,First floor,1,0,"34,10",,"22,751","1,527","0,235","0,0223",21-25,"78,04",217,60,"0,0202",61,280,"241,263","14,49739271","1,3434","26,3","11,3904743","0,02398575","0,18169306","0,24376534","0,24848164","0,28406564","0,01800857",13725,27,"0,78902567",21,"27,46",9970,"4,132419807"
T17415-1,1,1700,2106,Pueblo Nuevo ,"5,00",0,"0,00",19,San Martín ,"2099,72028",2,1,60,1,NA,1,0,1,1,ET,1,First floor,1,0,"34,10",,"22,751","1,527","0,235","0,0223",21-25,"78,04",217,60,"0,0202",61,280,"241,263","14,49739271","1,3434","26,3","11,3904743","0,02398575","0,18169306","0,24376534","0,24848164","0,28406564","0,01800857",13725,27,"0,78902567",21,"27,46",9970,"4,132419807"
002052D,1,2650,2106,Pueblo Nuevo ,"5,00",0,"0,00",19,San Martín ,"2099,72028",1,1,75,1,13,1,0,0,1,ET,1,Second floor,1,0,"34,10",,"22,751","1,527","0,235","0,0223",21-25,"78,04",217,60,"0,0202",61,280,"241,263","14,49739271","1,3434","26,3","11,3904743","0,02398575","0,18169306","0,24376534","0,24848164","0,28406564","0,01800857",13725,27,"0,78902567",21,"27,46",9970,"4,132419807"
91617775,1,2650,2106,Pueblo Nuevo ,"5,00",1,"0,00",19,San Martín ,"2099,72028",2,1,65,1,NA,1,0,1,1,E,1,Second floor,1,0,"34,10",,"22,751","1,527","0,235","0,0223",21-25,"78,04",217,60,"0,0202",61,280,"241,263","14,49739271","1,3434","26,3","11,3904743","0,02398575","0,18169306","0,24376534","0,24848164","0,28406564","0,01800857",13725,27,"0,78902567",21,"27,46",9970,"4,132419807"
PASSEIG CALVELL A24,1,2650,2106,Pueblo Nuevo ,"5,00",1,"0,00",19,San Martín ,"2099,72028",1,1,56,1,23,1,0,1,0,B,1,Second floor,1,0,"34,10",,"22,751","1,527","0,235","0,0223",21-25,"78,04",217,60,"0,0202",61,280,"241,263","14,49739271","1,3434","26,3","11,3904743","0,02398575","0,18169306","0,24376534","0,24848164","0,28406564","0,01800857",13725,27,"0,78902567",21,"27,46",9970,"4,132419807"
2705,1,3700,2106,Pueblo Nuevo ,"5,00",0,"0,00",19,San Martín ,"2099,72028",2,2,60,1,13,1,0,0,0,D,1,Seventh floor,1,0,"34,10",,"22,751","1,527","0,235","0,0223",21-25,"78,04",217,60,"0,0202",61,280,"241,263","14,49739271","1,3434","26,3","11,3904743","0,02398575","0,18169306","0,24376534","0,24848164","0,28406564","0,01800857",13725,27,"0,78902567",21,"27,46",9970,"4,132419807"
90910460,1,1900,"4689,333333",Diagonal Mar i Front Marítim del Poblenou ,"2,00",1,"0,01",19,San Martín ,"2099,72028",2,2,90,1,NA,1,1,1,0,E,1,Fourth floor,0,3,"13,39",,"25,589","0,742","0,188","0,0454",21-25,"78,32",109,28,"0,0061",392,906,"241,263","14,49739271","1,3434","26,3","11,3904743","0,02398575","0,18169306","0,24376534","0,24848164","0,28406564","0,01800857",13725,27,"0,78902567",21,"27,46",9970,"4,132419807"
671585,1,6000,"4689,333333",Diagonal Mar i Front Marítim del Poblenou ,"2,00",0,"0,01",19,San Martín ,"2099,72028",3,3,153,1,14,1,1,1,0,ET,1,Second floorFirst floor,1,3,"13,39",,"25,589","0,742","0,188","0,0454",21-25,"78,32",109,28,"0,0061",392,906,"241,263","14,49739271","1,3434","26,3","11,3904743","0,02398575","0,18169306","0,24376534","0,24848164","0,28406564","0,01800857",13725,27,"0,78902567",21,"27,46",9970,"4,132419807"
101172667,1,4000,"4689,333333",Diagonal Mar i Front Marítim del Poblenou ,"2,00",0,"0,01",19,San Martín ,"2099,72028",3,2,145,1,21,1,1,1,0,D,1,First floorFourth floor,1,3,"13,39",,"25,589","0,742","0,188","0,0454",21-25,"78,32",109,28,"0,0061",392,906,"241,263","14,49739271","1,3434","26,3","11,3904743","0,02398575","0,18169306","0,24376534","0,24848164","0,28406564","0,01800857",13725,27,"0,78902567",21,"27,46",9970,"4,132419807"
BCNR26513,1,5700,"4689,333333",Diagonal Mar i Front Marítim del Poblenou ,"2,00",0,"0,01",19,San Martín ,"2099,72028",2,2,77,1,NA,1,1,1,0,ET,1,Unknown,1,3,"13,39",,"25,589","0,742","0,188","0,0454",21-25,"78,32",109,28,"0,0061",392,906,"241,263","14,49739271","1,3434","26,3","11,3904743","0,02398575","0,18169306","0,24376534","0,24848164","0,28406564","0,01800857",13725,27,"0,78902567",21,"27,46",9970,"4,132419807"
BCN-87,1,3300,"4689,333333",Diagonal Mar i Front Marítim del Poblenou ,"2,00",0,"0,01",19,San Martín ,"2099,72028",3,2,131,1,20,1,0,1,1,ET,1,Eighth floor,1,3,"13,39",,"25,589","0,742","0,188","0,0454",21-25,"78,32",109,28,"0,0061",392,906,"241,263","14,49739271","1,3434","26,3","11,3904743","0,02398575","0,18169306","0,24376534","0,24848164","0,28406564","0,01800857",13725,27,"0,78902567",21,"27,46",9970,"4,132419807"
BCN-83,1,2140,"4689,333333",Diagonal Mar i Front Marítim del Poblenou ,"2,00",0,"0,01",19,San Martín ,"2099,72028",2,1,80,1,22,0,0,1,0,ET,1,Fourth floor,1,3,"13,39",,"25,589","0,742","0,188","0,0454",21-25,"78,32",109,28,"0,0061",392,906,"241,263","14,49739271","1,3434","26,3","11,3904743","0,02398575","0,18169306","0,24376534","0,24848164","0,28406564","0,01800857",13725,27,"0,78902567",21,"27,46",9970,"4,132419807"
